Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,hour,minute,Hour,Minute,Time_period,Is_peak_hour,Is_night,Is_weekend
Thursday,Unknown,Female,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the right,19,38,19,38,Evening,1,0,0
Friday,18-30,Male,Junior high school,Employee,2-5yr,Motorcycle,Owner,Unknown,No defect,Rural village areasOffice areas,other,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Collision with pedestrians,Going straight,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,21,45,21,45,Night,0,1,0
Friday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Going straight,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,18,50,18,50,Evening,1,0,0
Friday,Under 18,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,18,50,18,50,Evening,1,0,0
Thursday,18-30,Male,Above high school,Owner,1-2yr,Motorcycle,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Other,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,18,15,18,15,Evening,1,0,0
Thursday,18-30,Male,Above high school,Employee,No Licence,Stationwagen,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,Overtaking,18,15,18,15,Evening,1,0,0
Thursday,Over 51,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Reversing,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,8,25,8,25,Morning,1,0,0
Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Taxi,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,21,5,21,5,Night,0,1,0
Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,Reversing,Driver,Normal,Not a Pedestrian,Driving carelessly,21,5,21,5,Night,0,1,0
Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,Unknown,No defect,Office areas,Unknown,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Moving Backward,19,0,19,0,Evening,1,0,0
Friday,18-30,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Reversing,Driver,Normal,Not a Pedestrian,No distancing,7,10,7,10,Morning,1,0,0
Friday,Over 51,Male,Elementary school,Employee,2-5yr,Public (12 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Unknown,Unknown,Unknown,Not a Pedestrian,No priority to vehicle,7,10,7,10,Morning,1,0,0
Monday,Under 18,Male,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Overturning,19,40,19,40,Evening,1,0,0
Sunday,Under 18,Male,Junior high school,Employee,Below 1yr,Pick up upto 10Q,Owner,2-5yrs,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Reversing,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,19,52,19,52,Evening,1,0,1
Sunday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,2-5yrs,Unknown,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other,Unknown,Unknown,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,19,52,19,52,Evening,1,0,1
Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Other,Owner,2-5yrs,Unknown,School areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,Moving Backward,15,25,15,25,Afternoon,0,0,0
Thursday,31-50,Male,Elementary school,Employee,5-10yr,Automobile,Owner,2-5yrs,Unknown,Residential areas,Undivided Two way,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,No priority to vehicle,15,0,15,0,Afternoon,0,0,0
Thursday,Over 51,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,No priority to vehicle,15,0,15,0,Afternoon,0,0,0
Saturday,Over 51,Male,Unknown,Unknown,Unknown,Lorry (11?40Q),Owner,Unknown,No defect, Church areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Driver,Normal,Not a Pedestrian,No distancing,12,0,12,0,Afternoon,0,0,1
Monday,18-30,Male,Junior high school,Employee,2-5yr,Long lorry,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,No distancing,9,0,9,0,Morning,1,0,0
Monday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Overtaking,9,0,9,0,Morning,1,0,0
Saturday,Over 51,Male,Above high school,Employee,2-5yr,Taxi,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,17,22,17,22,Evening,1,0,1
Saturday,31-50,Male,Unknown,Unknown,Unknown,Taxi,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the right,17,22,17,22,Evening,1,0,1
Monday,18-30,Male,Unknown,Employee,1-2yr,Long lorry,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Other,Driver,Normal,Not a Pedestrian,Changing lane to the left,14,20,14,20,Afternoon,0,0,0
Monday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,Unknown,No defect,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Unknown,Unknown,Unknown,Not a Pedestrian,Driving carelessly,14,20,14,20,Afternoon,0,0,0
Friday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Moving Backward,13,40,13,40,Afternoon,0,0,0
Friday,18-30,Male,Junior high school,Employee,Below 1yr,Long lorry,Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Turnover,Unknown,Unknown,Not a Pedestrian,Moving Backward,13,40,13,40,Afternoon,0,0,0
Thursday,18-30,Male,Junior high school,Employee,2-5yr,Turbo,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the right,17,40,17,40,Evening,1,0,0
Thursday,31-50,Male,Junior high school,Employee,Below 1yr,Long lorry,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Driver,Normal,Not a Pedestrian,No priority to vehicle,17,40,17,40,Evening,1,0,0
Thursday,31-50,Male,High school,Employee,5-10yr,Long lorry,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Moving Backward,Driver,Normal,Not a Pedestrian,Driving at high speed,17,40,17,40,Evening,1,0,0
Tuesday,18-30,Male,Above high school,Employee,1-2yr,Public (13?45 seats),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,Driving under the influence of drugs,11,40,11,40,Afternoon,0,0,0
Tuesday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Other,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,11,40,11,40,Afternoon,0,0,0
Tuesday,18-30,Male,Unknown,Unknown,Unknown,Automobile,Owner,Unknown,Unknown,Residential areas,One way,Tangent road with flat terrain,Y Shape,Unknown,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Driving carelessly,11,40,11,40,Afternoon,0,0,0
Tuesday,Under 18,Male,High school,Employee,Below 1yr,Pick up upto 10Q,Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,No distancing,8,20,8,20,Morning,1,0,0
Tuesday,31-50,Male,High school,Employee,Below 1yr,Unknown,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the left,8,20,8,20,Morning,1,0,0
Tuesday,Over 51,Male,Unknown,Unknown,Unknown,Stationwagen,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",No distancing,9,30,9,30,Morning,1,0,0
Tuesday,18-30,Female,High school,Employee,2-5yr,Unknown,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,No distancing,9,30,9,30,Morning,1,0,0
Wednesday,Under 18,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,14,45,14,45,Afternoon,0,0,0
Wednesday,Under 18,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Going straight,Driver,Normal,Not a Pedestrian,Overtaking,14,45,14,45,Afternoon,0,0,0
Thursday,31-50,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,Above 10yr,Unknown, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,Driving carelessly,18,45,18,45,Evening,1,0,0
Thursday,31-50,Male,Junior high school,Employee,1-2yr,Public (13?45 seats),Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Other,Unknown,Unknown,Not a Pedestrian,Driving under the influence of drugs,18,45,18,45,Evening,1,0,0
Monday,Over 51,Male,Unknown,Employee,Below 1yr,Public (13?45 seats),Organization,Unknown,Unknown,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,Moving Backward,7,35,7,35,Morning,1,0,0
Monday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (11?40Q),Owner,1-2yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,Overtaking,Driver,Normal,Not a Pedestrian,Overturning,7,35,7,35,Morning,1,0,0
Monday,31-50,Male,High school,Employee,2-5yr,Lorry (11?40Q),Owner,Above 10yr,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,Going straight,Unknown,Normal,Not a Pedestrian,Driving under the influence of drugs,7,35,7,35,Morning,1,0,0
Wednesday,18-30,Male,Junior high school,Owner,1-2yr,Pick up upto 10Q,Owner,5-10yrs,Unknown, Church areas,Undivided Two way,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the right,15,10,15,10,Afternoon,0,0,0
Friday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the left,10,40,10,40,Afternoon,0,0,0
Friday,31-50,Male,Elementary school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Unknown,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,U-Turn,Unknown,Unknown,Unknown or other,No distancing,10,40,10,40,Afternoon,0,0,0
Tuesday,31-50,Male,Elementary school,Owner,5-10yr,Automobile,Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,No distancing,17,20,17,20,Evening,1,0,0
Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,Unknown,Unknown,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,No priority to vehicle,17,20,17,20,Evening,1,0,0
Thursday,18-30,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,Unknown,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Moving Backward,19,0,19,0,Evening,1,0,0
Thursday,31-50,Male,High school,Employee,5-10yr,Automobile,Governmental,Unknown,No defect,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Moving Backward,19,0,19,0,Evening,1,0,0
Friday,Over 51,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Unknown,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,Turnover,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Getting off the vehicle improperly,6,20,6,20,Morning,0,0,0
